World War I African American Soldiers: North Carolina: 317 Units						#5	#6																																																																															
FILE	#1	#1	#2	#3	#4	OVERSEAS SERVICE DATES		#7																																																																														
Number	Last	First	City	Date	LAST UNIT	From 	To	Discharge Date																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_00561.txt	Hill	Aaron	Raleigh	10/30/1918	Students Army Tng Corps Shaw University Raleigh NC			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_00946.txt	Hines	Vassie	Raleigh	3/31/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_01095.txt	Hinton	William	Raleigh	12/6/1917	Co A 338 Lab Bn 			12/30/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_01162.txt	Hobby	Drake	Raleigh	12/30/1917	Co B 312 Serv Bn	5/1/1918	6/19/1919	7/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02285.txt	Hopkins	Bennie	Raleigh	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/10/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02303.txt	Hopkins	James	Raleigh	12/7/1917	"SN C Newport News, VA"			5/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06456.txt	Jones	James	Raleigh	10/30/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06154.txt	Jones	Christopher	Raleigh	4/22/1917	Tr K 9 Cav	5/3/1917	7/17/1919	8/2/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06761.txt	Jones	Rufus	Raleigh	7/17/1918	Co K 370 Inf	8/22/1918	2/9/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06639.txt	Jones	Matthew	Raleigh	12/6/1917	Co C 371 Inf	4/9/1918	3/5/1919	3/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06095.txt	Jones	Benjamin	Raleigh	7/18/1917	Co F 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-f_07602.txt	Kelley	George	Raleigh	7/24/1917	MD	12/4/1917	8/26/1919	9/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_02929.txt	Major	Charlie	Raleigh	4/30/1918	Co B 367 Inf	6/10/1918	3/1/1919	3/10/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_03743.txt	Martin	William	Raleigh	10/11/1918	Student Army Tng C Raleigh			12/20/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-d_05519.txt	Minger	Clemmie	Raleigh	4/22/1917	Tr 19 Cav	5/5/1917	7/17/1919	7/17/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_05755.txt	Mitchell	Robert	Raleigh	4/3/1918	Hdq Steve Regt			Deserted July 7/18																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_05740.txt	Mitchell	Percy	Raleigh	1/29/1918	813 Co TC	6/6/1918	7/6/1919	7/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06882.txt	Morgan	Robert	Raleigh	1/25/1918	Med ERC Student Army Tng C Meharry Medical College Nashville TN			12/19/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08785.txt	Noble	Joseph Earle	Raleigh	12/7/1917	"4 Cas Co Camp Hill, VA"			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08991.txt	Norwood	James	Raleigh	4/22/1917	Co D 25 Inf			3/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08983.txt	Norwood	Charles	Raleigh	4/27/1918	Co H 365 Inf	6/10/1918	Death	1/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_09601.txt	Overby	John	Raleigh	5/2/1918	35 Cons Co AS Sig C			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_09602.txt	Overby	John	Raleigh	4/27/1918	Co D 367 Inf	6/10/1918	3/9/1919	3/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-h_10090.txt	Palmer	Willie	Raleigh	12/7/1917	156 Dep Brig			12/20/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-i_11270.txt	Peebles	Millard	Raleigh	7/17/1918	Co K 370 Inf	8/22/1918	2/9/1919	3/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-i_11589.txt	Peoples	Willie	Raleigh	5/2/1918	Co A 448 Serv Bn			5/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-j_13066.txt	Poole	William	Raleigh	7/17/1918	Hq Co 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-k_14244.txt	Purcell	Cornelius	Raleigh	3/31/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-l_16172.txt	Ricks	Garland	Raleigh	3/31/1918	161 Dep Brig			1/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_16777.txt	Roberts	Nathaniel	Raleigh	10/29/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_16972.txt	Robinson	Edward	Raleigh	10/30/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_18603.txt	Satterfield	Charlie	Raleigh	12/7/1917	Co G 371 Inf	4/15/1918	2/12/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_18997.txt	Scott	Daniel	Raleigh	3/31/1918	Co H 365 Inf	6/10/1918	3/11/1919	3/29/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-o_20006.txt	Sherman	Will	Raleigh	4/27/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-a_00292.txt	Snipes	John	Raleigh	4/23/1917	Co H 25 Inf			8/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-a_00855.txt	Spivey	Joe	Raleigh	3/31/1918	Co A 323 Serv Bn	7/9/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-b_02003.txt	Stewart	Willis	Raleigh	10/29/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-b_02344.txt	Stradwick	Joseph	Raleigh	11/5/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-c_04112.txt	Telfair	Willie	Raleigh	4/21/1917	Unasgd 25 Inf			5/24/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04328.txt	Thomas	Adam	Raleigh	4/24/1917	Co H 25 Inf			3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_05215.txt	Timberlake	James	Raleigh	1/13/1917	Co I 25 Inf			1/5/1920 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_05343.txt	Toliver	Samuel	Raleigh	10/29/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-e_06034.txt	Turner	James	Raleigh	7/17/1918	Co G 807 Pion Inf			12/19/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-e_06212.txt	Twitty	Rufus	Raleigh	7/24/1917	Co A 507 Engrs	2/18/1918	6/30/1919	7/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-e_06224.txt	Tyler	Robert	Raleigh	10/30/1918	Students Army Tng Corps Shaw University Raleigh NC			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10835.txt	Williams	Edward B Jr.	Raleigh	4/24/1917	Co D 25 Inf			6/15/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11552.txt	Williams	Willie	Raleigh	12/20/1916	Co M 25 Inf			11/10/1918 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_12985.txt	Woods 	Richard	Raleigh	4/9/1918	Co C 310 Labor Bn	5/8/1918	8/3/1918	3/10/1919 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13511.txt	Wyche	Thomas	Raleigh	10/30/1918	Students Army Tng Corps Shaw University Raleigh NC			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13723.tif	Yergan	Max	Raleigh	10/9/1918	Chaplaincy			4/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13920.txt	Young	Mongwill	Raleigh	6/21/1918	Co D 532 Engrs Serv Bn			11/16/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_08785.txt	Glouer	Shelly	Randlaman	7/18/1918	Co G 808 Pion Inf	8/29/1918	2/12/1919	7/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02146.tif	Hooker	Alexander	Randleman	11/1/1917	806 Co TC	12/4/1917	7/8/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_05311.txt	Bess	Ulysses	Ransomville	4/27/1918	MG Co 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06508.txt	Jones	John	Ransomville	7/16/1918	Co G 807 Pion Inf	9/4/1918	2/18/1919	3/8/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06641.txt	Moore	Weldon	Ransomville	9/11/1918	Co A 404 Serv Bn			6/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-d_04999.txt	Miles	Chalmus	Rawland	5/17/1918	35 Cons Co Sig C			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-e_06520.txt	Bonds	Arthur	Reaford	7/16/1918	Co K Dep Co 370 Inf	8/22/1918	2/9/1919	3/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00766.txt	McCormick	Alex	Red Springs	4/1/1918	Co D 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-c_03892.txt	Barton	Luther	Red Springs	9/21/1917	B Hosp Camp Jackson SC			3/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-a_00215.txt	Davis	Anderson	Red Springs	7/17/1918	Sup Co 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-j_12381.txt	Harrington	Galvester	Red Springs	4/1/1918	Co I 803 Pion Inf	9/17/1918	7/18/1919	7/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_10831.txt	Lilly	Robert	Red Springs	3/31/1918	Co B 329 Labor Bn			10/26/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_02075.txt	McLean	John	Red Springs	4/27/1918	Co M 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-h_10849.txt	Patterson	Daniel	Red Springs	8/28/1914	Co B 309 Labor Bn	4/24/1918	4/28/1919	3/23/1920	Death																																																																													
WW-I-Card_World-War-I-Service-Card-a_00328.txt	Adkins	Lonney	Reidsville	7/29/1918	Co K 808 Pion Inf	8/31/1918	6/22/1919	7/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00354.txt	Aiken	Judge	Reidsville	4/26/1918	Hq Co 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00344.txt	Aiken	David Watt	Reidsville	3/29/1918	Co B 323 Serv Bn	7/10/1918	10/6/1919	10/14/1919																																																																														
WW-I-Card_World-War-I-Service-Card-b_01651.txt	Archer	Fred	Reidsville	3/29/1918	Co I 365 Inf	6/10/1918	3/31/1919	4/9/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_08898.txt	Brown	Jerry	Reidsville	6/12/1918	30 Cons Co AS			12/3/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-j_13335.txt	Clark	Dillard	Reidsville	8/12/1914	Tr I 9 Cav 	1/5/1917	7/17/1919	7/17/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_01526.txt	Deviney	Robert	Reidsville	4/26/1918	Co I 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-f_07537.txt	Galloway	Roman	Reidsville	7/18/1918	856 Co TC	8/26/1918	6/22/1919	6/26/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09601.txt	Graves	Harvey	Reidsville	1/28/1918	Student Army Tng C Meharry Med College Nashville Tenn			12/18/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-d_04406.txt	Jackson	Pleas	Reidsville	3/29/1918	16 Co 14 Bn 161 Dep Brig			6/21/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-3-g_08778.txt	Koger	Azzie Briskor	Reidsville	10/15/1917	368 Inf	6/10/1918	12/23/1918	12/23/1918 inefficiency																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_03676.txt	Martin	Pate	Reidsville	8/1/1918	Co C 807 Pion Inf	9/3/1918	2/14/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06527.txt	Moore	Mallien Frank	Reidsville	4/26/1918	152 Dep Brig			8/16/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_19429.txt	Settle	John	Reidsville	4/27/1918	Co 821 806 Steve Bn TC	6/6/1918	7/19/1919	8/1/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_07403.txt	Wall	Paul	Reidsville	4/26/1918	Hq Co 368 Inf	6/15/1918	2/15/1919	3/7/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-g_09546.txt	White	Edwin	Reidsville	3/29/1918	Co I 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10150.txt	Whitt	Sam	Reidsville	4/18/1918	Co C 310 Serv Bn	5/8/1918	7/9/1919	7/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11588.txt	Williamson	Charlie	Reidsville	6/19/1918	Co C 520 Engrs	8/31/1918	6/9/1919	6/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_02256.txt	McMillan 	Foster	Rennert	4/27/1918	Co M 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09550.txt	Grant	Roscoe	Respasa	4/27/1918	Sup Co 365 Inf	6/10/1918	2/24/1919	3/29/1919																																																																														
WW-I-Card_World-War-I-Service-Card-l_15674.txt	Cowan	Charles	Reynolda	3/30/1918	Co M 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_01515.txt	Devereaux	Thomas	Rich Square	6/21/1918	Co B 801 Pion Inf Camp Alexander VA	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-j_13116.txt	Pope	John	Rich Square	7/17/1918	Co C 370 Inf	8/22/1918	2/9/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_11191.txt	Williams	Julius	Rich Square	12/18/1917	Co H 371 Inf	4/3/1918	2/11/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04453.txt	Thomas	Rollen	Richand	10/3/1913	Med Det 25 Inf			6/12/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-g_08765.txt	Brown	Ezra	Richardson	6/20/1918	Co C 520 Engrs	8/31/1918	Death	10/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10655.txt	Lewis	Mathew	Richardson	12/4/1917	Co L 371 Inf	4/7/1918	1/30/1919	2/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-h_10466.txt	Parker	Wade	Richfield	4/12/1918	Co A 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_09178.txt	Brown	Will	Richland	7/18/1918	153 Dep Brig			1/14/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04428.txt	Thomas	Milton	Richlands	4/27/1918	Co K 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_07054.txt	Walden	Albert	Richsquare	4/2/1918	Sup Co 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-m_16240.txt	Cole	Will	Riggsbee	10/15/1918	Student Army Tng Corps College Greensboro			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-a_00842.txt	Allen	Peter	Ringwood	7/16/1918	Co A 370 Inf	8/22/1918	2/9/1919	3/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-b_01964.txt	Ashe	Palmer	Ringwood	4/1/1918	Hq Co 365 Inf	6/10/1918	10/4/1918	5/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_05091.txt	Tidline	James	Roaring River	6/21/1918	Co K 813 Pion Inf	7/10/1918	7/13/1919	7/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_13039.txt	Cherry	Paul	Robersonville	4/2/1918	Co B 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_01581.txt	Dickens	Elisha	Robersonville	4/2/1918	Sup Co 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-g_08662.txt	Knight	Frank	Robersonville	7/18/1918	Co F 808 Pion Inf	8/31/1918	1/22/1919	7/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_09583.txt	Outlaw	Willie	Robersonville	12/11/1917	Co B 371 Inf	4/9/1918	2/11/1919	2/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13527.txt	Wynn	George	Robersonville	7/18/1918	Co D 545 Engrs	9/22/1918	6/27/1919	7/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_12065.txt	Loyd	Joseph Aron	Rock Hill	6/25/1918	Co G 89 Inf			7/18/1919 GCMO																																																																														
WW-I-Card_World-War-I-Service-Card-h_09423.tif	Bryant	Henry	Rockfish	3/26/1918	Btry D 349 FA	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00195.tif	Adams	John	Rockingham	3/28/1917	MD Unasgd Camp Stotsendburg PI to death		Death	12/9/1918																																																																														
WW-I-Card_World-War-I-Service-Card-c_03639.txt	Barnes	Sun	Rockingham	4/27/1918	Co M 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-e_06065.txt	Blands	James	Rockingham	6/21/1918	4 Co 1 Dev Bn Camp Taylor KY			8/24/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-f_06802.txt	Bostick	Thomas	Rockingham	5/1/1918	34 Cons Co ASA			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-g_09301.txt	Bruton	Robert	Rockingham	3/29/1918	Co E 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-l_15631.txt	Covington	James	Rockingham	10/25/1917	Co C 305 Serv Bn QMC	1/13/1918	7/5/1919	7/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-f_07020.txt	Freson	George	Rockingham	3/29/1918	Co E 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02245.txt	Hooper	Willie	Rockingham	2/4/1918	Tr E 10 Cav			4/23/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_09819.txt	Leak	Joseph	Rockingham	5/1/1918	34 Cons Co AS Sig C			9/20/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_09808.txt	Leak	Chester	Rockingham	3/29/1918	Co E 365 Inf	6/5/1918	6/19/1919	11/25/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_09823.txt	Leak	Sandy	Rockingham	8/1/1918	Co L 811 Pion Inf	10/20/1918	7/31/1919	8/5/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10246.txt	LeGrand	Lacy	Rockingham	4/27/1918	Sup Co 366 Inf	6/10/1918	2/28/1919	4/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00812.txt	McCoy	Ernest	Rockingham	4/27/1918	Co E 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_01039.txt	McDonald	Arch	Rockingham	4/27/1918	Sup Co 366 Inf	6/15/1918	2/28/1919	4/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06006.txt	Monroe	Mose	Rockingham	3/29/1918	Co G 365 Inf		Death	7/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08668.txt	Nicholson	Wiley	Rockingham	6/21/1918	Co A 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-c_04185.txt	Terry	Henry	Rockingham	5/4/1918	Co D 318 Serv Bn	6/30/1918	7/7/1919	7/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_11002.txt	Williams	Isaac	Rockingham	3/29/1918	Co I 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-c_03625.txt	Barnes	Robert	Rocky Mount	9/22/1917	VC Vet Hosp 5	5/9/1918	6/11/1919	6/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_04155.txt	Battle	Willie	Rocky Mount	12/18/1917	Co H 371 Inf			"Deserted 12/18/1917 at Camp Jackson, SC"																																																																														
WW-I-Card_World-War-I-Service-Card-d_04120.txt	Battle	John	Rocky Mount	7/19/1918	Co D 808 Pion Inf	8/31/1918	6/22/1919	7/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_04140.txt	Battle	Otis	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_04129.txt	Battle	Jolly	Rocky Mount	7/19/1918	Co C 811 Pion Inf	10/20/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-h_10018.txt	Bunn	Thomas	Rocky Mount	11/8/1917	853 TC	3/29/1918	4/14/1919	5/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_10799.txt	Byrd	James	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_10853.txt	Byrd	William	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-l_15139.txt	Cooper	Mancy	Rocky Mount	12/8/1917	Co F 371 Inf			1/18/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-l_15500.txt	Cotton	Jessie	Rocky Mount	10/30/1917	Co A 305 Steve Ret (Co A 311 Labor Bn)			3/18/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-2-a_00099.txt	Daughtry	Eugene	Rocky Mount	4/2/1918	Hq Co 365 Inf		Death	5/26/1918																																																																														
WW-I-Card_World-War-I-Service-Card-2-a_00463.txt	Davis	Harry	Rocky Mount	4/2/1918	Sup Co 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_01638.txt	Dickson	Earnest	Rocky Mount	4/26/1918	Co H 366 Inf	6/14/1918	Death	11/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_02519.tif	Duearf	Hubburt	Rocky Mount	11/20/1917	852 TC	12/20/1917	7/6/1919	7/10/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-d_04632.txt	Everett	Willie	Rocky Mount	7/19/1918	Co C 811 Pion Inf	10/20/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_08114.txt	Gay	Weldon Henry	Rocky Mount	4/2/1918	161 Dep Brig			6/11/1919 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_08658.txt	Gilmore	Theolia	Rocky Mount	4/26/1918	Co L 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09734.txt	Gray	Will	Rocky Mount	11/30/1918	156 Dep Brig			4/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09845.tif	Green	General Gideon	Rocky Mount	7/29/1918	Sup Co 350 FA	6/30/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-j_12778.txt	Harris	Samuel	Rocky Mount	7/15/1918	Co K 370 Inf	8/22/1918	2/11/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_00526.txt	Hight	Bose	Rocky Mount	6/4/1918	29 Cons Co AS			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-a_00852.txt	Hilliard	Luther	Rocky Mount	4/2/1918	MG Co 365 Inf	7/9/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02392.txt	Horne	Coley	Rocky Mount	6/2/1918	Co A 404 Serv Bn			8/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-f_07242.txt	Joyner	Lewis	Rocky Mount	12/8/1917	Co F 371 Inf	4/15/1918	Death	10/3/1918																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10052.txt	Lee	Jerry M	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_12107.txt	Lucas	Octavius	Rocky Mount	7/15/1918	Dep Co K 370 Inf	8/22/1918	2/9/1919	3/6/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-c_02968.txt	Malone	Alexander	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-i_11355.txt	Peeples	John Clarence	Rocky Mount	4/2/1918	Hq Co 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-i_11868.txt	Perry	William	Rocky Mount	7/15/1918	Co I 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-i_12365.txt	Phillips	Willie	Rocky Mount	4/25/1918	Co H 366 Inf	6/15/1918	4/28/1919	5/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-j_12719.txt	Pittman	Julius	Rocky Mount	4/2/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-j_13450.txt	Powell 	Joshua	Rocky Mount	7/15/1918	181 Co G 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-o_20305.txt	Short	Joe	Rocky Mount	4/2/1918	Co M 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08105.txt	Washington	George	Rocky Mount	7/19/1918	Co M 808 Pion Inf	8/31/1918	6/22/1919	7/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-g_09255.txt	Westry	Plummer	Rocky Mount	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10670.txt	Williams	Archie	Rocky Mount	6/21/1918	Co D 532 Engrs	8/22/1918	7/12/1919	7/21/1919																																																																														
