World War I African American Soldiers: North Carolina: 317 Units						#5	#6																																																																															
FILE	#1	#1	#2	#3	#4	OVERSEAS SERVICE DATES		#7																																																																														
Number	Last	First	City	Date	LAST UNIT	From 	To	Discharge Date																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_16811.txt	Roberts	William	Goldsboro	7/15/1918	Students Army Tng C Howard Univ Wash DC			12/18/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-o_19782.txt	Sheffield	Willie	Goldsboro	4/27/1918	Co I 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-a_00255.txt	Sneed	Willie	Goldsboro	9/1/1918	School for Bakers and Cooks Camp Sherman OH			12/30/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-a_00740.txt	Spencer	Freddie	Goldsboro	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-c_03249.txt	Swinson	James	Goldsboro	4/27/1918	Co K 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04682.txt	Thompson	Charlie	Goldsboro	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/12/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-d_04864.txt	Thompson	Meredith Hugh	Goldsboro	4/27/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_07697.txt	Ward	Butler	Goldsboro	4/27/1918	Co A 325 Serv Bn QMC	8/24/1918	6/28/1919	7/14/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08017.txt	Warren	Paul	Goldsboro	4/29/1918	Provost Gd Co 			11/3/1919 GCMO 185																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08123.txt	Washington	William	Goldsboro	4/27/1918	Co E 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08396.txt	Watson	Robert	Goldsboro	4/27/1918	Co G 365 Inf	6/10/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08334.txt	Watson	George	Goldsboro	4/27/1918	Co G 365 Inf	6/15/1918	2/24/1919	3/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_09984.txt	Whitfield	John	Goldsboro	12/7/1917	Co D 330 Serv Bn	9/15/1918	8/20/1919	7/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10060.txt	Whitley	Nathan	Goldsboro	8/1/1918	QMC Co B 344 Serv Bn	9/25/1918	7/12/1919	7/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10169.txt	Whitted	Julian	Goldsboro	4/10/1918	Co A 317 Am Tn	6/15/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_11084.txt	Williams	Jesse	Goldsboro	1/20/1918	Student Army Tng C Meharry Med College Nashville Tenn			12/20/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10941.txt	Williams	Harry	Goldsboro	4/27/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13148.txt	Wooten	Russell	Goldsboro	12/15/1917	Co F 371 Inf			1/29/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13113.txt	Wooten	James	Goldsboro	8/8/1918	Co I 813 Pion Inf	9/15/1918	7/13/1919	7/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13101.txt	Wooten	Ernest	Goldsboro	4/27/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13370.txt	Wright	Jerome Bernard	Goldsboro	4/27/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/8/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_17280.txt	Rogers	Earnest	Gorman	6/20/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_11572.tif	Long	George	Graham	11/9/1917	Co C 308 Serv Bn	3/30/1918	7/18/1919	7/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08346.tif	Watson	Isaac	Granite Quarry	11/18/1917	Co M 303 Stev Regt	12/26/1917	7/6/1919	7/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-i_11730.txt	Willingham	Eddie	Granite Quarry	6/18/1918	Co D 801 Pion Inf to Overseas Cas Cp Merritt 			12/19/1918																																																																														
WW-I-Card_World-War-I-Service-Card-a_01103.txt	Alston	Cornelius	Granville	7/16/1918	Co A 370 Inf	8/22/1918	4/17/1919	5/2/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00213.txt	Lyon	Cornelius	Granville	7/16/1918	MG Co 3 370 Inf	8/18/1918	2/9/1919	2/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00158.txt	Adams	Franz Q	Greensboro	5/31/1918	35 Cons Co Air Service			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-a_00252.tif	Adams	Sandy	Greensboro	2/6/1918	Co L 369 Inf	4/28/1918	2/11/1919	3/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00396.txt	Albright	Isaiah	Greensboro	10/31/1914	Co B 306 Labor Bn QMC to furlough to reserve		3/25/1919	Furloughed to reserve Apr 30/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_00538.tif	Alexander	Joseph	Greensboro	9/20/1917	20 Co 301 Stev Regt (819 Co TC 805 Stev Bn)	10/9/1917	7/20/1919	7/29/1919																																																																														
WW-I-Card_World-War-I-Service-Card-a_01101.txt	Alston	Clinton	Greensboro	5/31/1918	28 Cons Co Langley Field VA			12/23/1918																																																																														
WW-I-Card_World-War-I-Service-Card-a_01144.txt	Alston	James Norman	Greensboro	10/15/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/10/1918																																																																														
WW-I-Card_World-War-I-Service-Card-b_02137.txt	Atwater	Walter	Greensboro	4/30/1918	317 TM Btry	8/22/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_05269.txt	Berry	Nathaniel	Greensboro	4/26/1918	Hq Co 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-e_05383.txt	Bethel	Robert	Greensboro	7/17/1918	Co A 811 Pion Inf	10/20/1918	7/24/1919	7/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-e_06289.txt	Bluford	John	Greensboro	7/29/1918	Med Det 808 Pion Inf	8/31/1918	6/9/1919	6/10/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_08286.txt	Broadhurst	King Emanuel	Greensboro	4/10/1918	Ord Det 317 Am Tn	6/15/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_08508.txt	Brooks	Shepherd	Greensboro	3/6/1918	MG Tr 10 Cav			9/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-h_10679.txt	Byarm	Lonnie Pluander	Greensboro	4/29/1918	317 Mobile Ord Repair Shop	6/15/1918	2/25/1919	3/8/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_11342.txt	Campbell	Robert	Greensboro	10/15/1917	368 Inf	6/15/1918	3/11/1919	10/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-i_11342.tif	Campbell	Robert	Greensboro	10/15/1917	368 Inf	6/15/1918	3/11/1919	10/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12892.txt	Castle	Walter	Greensboro	11/1/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			1/31/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12453.txt	Cathey	Will	Greensboro	6/18/1918	Co D 814 Pion Inf	10/3/1918	1/24/1919	2/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12663.txt	Chambers	Lonzie	Greensboro	4/26/1918	MG Co 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12908.txt	Chavis	George	Greensboro	4/16/1917	QMC Nogales Ariz		8/24/1918	6/23/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-j_12996.tif	Cherry	David	Greensboro	10/15/1917	367 Inf	6/10/1918	July ---	8/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-a_00240.txt	Davis	Bernice	Greensboro	4/30/1918	Co A 317 Am Tn	8/22/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_02049.txt	Donahue	Willis	Greensboro	8/22/1918	Co K 811 Pion Inf	10/20/1918	6/28/1919	7/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_02065.txt	Donell	Lacy	Greensboro	4/26/1918	Sup Co 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-b_02077.txt	Donnell	Percy	Greensboro	8/23/1918	Co D 423 Reserve Labor Bn			3/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_08998.txt	Goldy	Norman	Greensboro	10/20/1917	Co C 308 Labor Bn QMC AEF	3/30/1918	7/18/1919	7/26/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-i_10715.txt	Gunn	Thomas	Greensboro	4/16/1917	Co K 25 Inf			3/30/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-2-i_11576.txt	Hampton	Frank	Greensboro	4/26/1918	Co I 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_01540.txt	Holdman	Ernest	Greensboro	4/16/1917	Co K 25 Inf			8/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_01670.txt	Holley	Robert	Greensboro	5/6/1915	Co L 24 Inf			5/14/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02099.txt	Hood	Acie	Greensboro	4/30/1918	Co A 370 Inf	6/30/1918	2/9/1919	2/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02139.txt	Hood	William	Greensboro	3/29/1918	Co A 350 MG Bn	6/10/1918	3/6/1919	3/20/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-d_04076.txt	Irvin	Charles	Greensboro	7/17/1918	Co A 811 Pion Inf	10/20/1918	7/30/1919	8/5/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-d_04977.txt	Jennings	Paniel	Greensboro	6/18/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
